"","school","opponent","cbsRankDiff","cbsConfRankDiff","rushTdsAvgLagDiff","rushingYardsAvgLagDiff","totalYardsAvgLagDiff","yardsPerPassAvgLagDiff","penaltyYardsAvgLagDiff","turnoversAvgLagDiff","completionPercentAvgLagDiff","rushTdsLagDiff","rushingYardsLagDiff","totalYardsLagDiff","yardsPerPassLagDiff","penaltyYardsLagDiff","turnoversLagDiff","completionPercentLagDiff","spreadOpen","moneyline","overUnderOpen","week","pointsDiff"
"493","Northwestern","Penn State",85,0,-0.083,-77,-81.583,-0.475000000000001,-0.5,1,-0.001,1,-123,95,3.2,42,1,0.0166666666666669,25.5,1100,46,5,-28
"494","Penn State","Northwestern",-85,0,0.083,77,81.583,0.475000000000001,0.5,-1,0.001,-1,123,-95,-3.2,-42,-1,-0.0166666666666669,-25.5,-3300,46,5,28
"495","Purdue","Illinois",-13,0,0.75,-3.5,2.5,-0.5,1.5,-0.75,-0.035,0,-13,-114,-3.1,1,1,-0.141812865497076,-1.5,-115,53.5,5,25
"496","Illinois","Purdue",13,0,-0.75,3.5,-2.5,0.5,-1.5,0.75,0.035,0,13,114,3.1,-1,-1,0.141812865497076,1.5,-105,53.5,5,-25
"497","Arkansas State","UMass",-19,-11.4132104454685,-0.833,-43.667,-125.833,-2.625,-21.417,0.5,-0.09,1,-5,-70,-0.800000000000001,-60,1,-0.116190476190476,0,100,55.5,5,24
"498","UMass","Arkansas State",19,11.4132104454685,0.833,43.667,125.833,2.625,21.417,-0.5,0.09,-1,5,70,0.800000000000001,60,-1,0.116190476190476,0,-120,55.5,5,-24
"499","Navy","South Florida",21,0,-0.667,-25.167,-166.5,-1.267,-58.333,-1,-0.103,-1,137,-165,-8.3,-79,1,-0.258620689655172,-4,-185,53,5,-14
"500","South Florida","Navy",-21,0,0.667,25.167,166.5,1.267,58.333,1,0.103,1,-137,165,8.3,79,-1,0.258620689655172,4,160,53,5,14
"501","Rice","East Carolina",-7,0,0.5,-77.5,226.5,5.2,-56.5,-1.5,0.175,-2,-78,252,4.9,-39,-3,0.104242424242424,-5.5,-145,51.5,5,7
"502","East Carolina","Rice",7,0,-0.5,77.5,-226.5,-5.2,56.5,1.5,-0.175,2,78,-252,-4.9,39,3,-0.104242424242424,5.5,125,51.5,5,-7
"503","Temple","Tulsa",23,0,-0.667,-80.333,23.5,-0.782999999999999,3.333,-2.333,0,-2,-168,-2,1.3,8,0,0.147619047619048,4.5,145,54.5,5,-22
"504","Tulsa","Temple",-23,0,0.667,80.333,-23.5,0.782999999999999,-3.333,2.333,0,2,168,2,-1.3,-8,0,-0.147619047619048,-4.5,-170,54.5,5,22
"505","Charlotte","SMU",80,0,0,-64.333,-119.666,1,25.333,0,0.075,-1,-80,-205,-2.1,28,-2,0.102857142857143,23,850,56.5,5,-18
"506","SMU","Charlotte",-80,0,0,64.333,119.666,-1,-25.333,0,-0.075,1,80,205,2.1,-28,2,-0.102857142857143,-23,-1800,56.5,5,18
"507","UAB","Tulane",70,0,1.666,-2,79.667,-4.034,24.334,0.333,0.145,1,-12,82,-2.4,63,2,0.078947368421053,20,750,57,5,-12
"508","Tulane","UAB",-70,0,-1.666,2,-79.667,4.034,-24.334,-0.333,-0.145,-1,12,-82,2.4,-63,-2,-0.078947368421053,-20,-1400,57,5,12
"509","Middle Tennessee","Western Kentucky",43,0,-0.5,37,11.833,0.0829999999999993,20.167,-1,0.0900000000000001,0,138,142,-0.100000000000001,44,0,0.131707317073171,8,185,60,5,-21
"510","Western Kentucky","Middle Tennessee",-43,0,0.5,-37,-11.833,-0.0829999999999993,-20.167,1,-0.0900000000000001,0,-138,-142,0.100000000000001,-44,0,-0.131707317073171,-8,-225,60,5,21
"511","UTEP","Louisiana Tech",20,0,-0.05,45.05,-20.7,-0.324999999999999,6.09999999999999,0.75,-0.0780000000000001,2,45,-22,0.3,-26,2,-0.191244239631337,1,-110,52.5,5,-14
"512","Louisiana Tech","UTEP",-20,0,0.05,-45.05,20.7,0.324999999999999,-6.09999999999999,-0.75,0.0780000000000001,-2,-45,22,-0.3,26,-2,0.191244239631337,-1,-110,52.5,5,14
"513","California","Arizona State",-31,0,2.5,128.333,232.5,1.35,8.333,-1.833,0.105,2,97,272,2.8,-20,-5,0.127497062279671,-11.5,-440,50.5,5,3
"514","Arizona State","California",31,0,-2.5,-128.333,-232.5,-1.35,-8.333,1.833,-0.105,-2,-97,-272,-2.8,20,5,-0.127497062279671,11.5,330,50.5,5,-3
"515","Washington","Arizona",-49,0,0.334,-28.333,162,4.733,42.666,-1.333,0.039,0,-5,180,5.4,47,1,0.11875,-18.5,-900,69.5,5,7
"516","Arizona","Washington",49,0,-0.334,28.333,-162,-4.733,-42.666,1.333,-0.039,0,5,-180,-5.4,-47,-1,-0.11875,18.5,575,69.5,5,-7
"517","Oregon","Stanford",-104,0,0.333,16.833,126,1.417,46.667,-0.5,0.24,1,128,164,0.399999999999999,35,1,0.294642857142857,-27,-4000,61,5,36
"518","Stanford","Oregon",104,0,-0.333,-16.833,-126,-1.417,-46.667,0.5,-0.24,-1,-128,-164,-0.399999999999999,-35,-1,-0.294642857142857,27,1200,61,5,-36
"519","Colorado","USC",34,0,-2.5,-114.25,-128,-2.275,6,1,0,-4,-140,-374,-6.1,21,0,-0.136363636363636,27,750,73.5,5,-7
"520","USC","Colorado",-34,0,2.5,114.25,128,2.275,-6,-1,0,4,140,374,6.1,-21,0,0.136363636363636,-27,-1400,73.5,5,7
"521","Utah","Oregon State",4,0,-1.667,-66.333,-174,-1.733,-7,-0.333,-0.0359999999999999,-4,-140,-221,1.1,-1,0,0.029411764705882,1,130,45.5,5,-14
"522","Oregon State","Utah",-4,0,1.667,66.333,174,1.733,7,0.333,0.0359999999999999,4,140,221,-1.1,1,0,-0.029411764705882,-1,-150,45.5,5,14
"523","South Alabama","James Madison",33,0,0.334,21.333,-44,-0.0999999999999996,6,0,-0.001,0,3,-107,-1.3,14,-5,-0.0468409586056641,5,140,52,5,-8
"524","James Madison","South Alabama",-33,0,-0.334,-21.333,44,0.0999999999999996,-6,0,0.001,0,-3,107,1.3,-14,5,0.0468409586056641,-5,-165,52,5,8
"525","Old Dominion","Marshall",31,0,-2.5,-38.5,-88.5,-1.35,1,1,-0.125,-2,-147,-80,2.5,5,0,-0.185185185185186,13,410,46.5,5,-6
"526","Marshall","Old Dominion",-31,0,2.5,38.5,88.5,1.35,-1,-1,0.125,2,147,80,-2.5,-5,0,0.185185185185186,-13,-585,46.5,5,6
"527","Coastal Carolina","Georgia Southern",15,0,-0.666,-21,-100.333,0.333,10,-1.667,-0.0569999999999999,0,-60,-128,-0.3,53,0,-0.100952380952381,5,190,62.5,5,-10
"528","Georgia Southern","Coastal Carolina",-15,0,0.666,21,100.333,-0.333,-10,1.667,0.0569999999999999,0,60,128,0.3,-53,0,0.100952380952381,-5,-230,62.5,5,10
"529","Louisiana Monroe","Appalachian State",36,0,-1.167,-53,-198.667,-2.317,8.333,-0.667,-0.131,0,-90,-195,0.6,40,-2,-0.197058823529412,13.5,390,53.5,5,-1
"530","Appalachian State","Louisiana Monroe",-36,0,1.167,53,198.667,2.317,-8.333,0.667,0.131,0,90,195,-0.6,-40,2,0.197058823529412,-13.5,-550,53.5,5,1
"531","Troy","Georgia State",-5,0,-2.083,-114.583,-64.083,-1.467,-14.167,1.5,-0.104,0,-10,148,2.9,5,2,0.073015873015873,3.5,-105,52,5,21
"532","Georgia State","Troy",5,0,2.083,114.583,64.083,1.467,14.167,-1.5,0.104,0,10,-148,-2.9,-5,-2,-0.073015873015873,-3.5,-115,52,5,-21
"533","Southern Mississippi","Texas State",57,0,-1.333,-20.5,-79,-2.433,7.5,-0.667,-0.14,-1,-42,-125,-3.3,-34,-1,-0.256944444444444,7.5,215,62.5,5,-14
"534","Texas State","Southern Mississippi",-57,0,1.333,20.5,79,2.433,-7.5,0.667,0.14,1,42,125,3.3,34,1,0.256944444444444,-7.5,-260,62.5,5,14
"535","Cincinnati","BYU",32,0,-0.167,148.75,186.667,2.425,13.75,0.167,0.0740000000000001,-1,132,10,-1.4,-10,-1,-0.064425770308123,3,115,50,5,-8
"536","BYU","Cincinnati",-32,0,0.167,-148.75,-186.667,-2.425,-13.75,-0.167,-0.0740000000000001,1,-132,-10,1.4,10,1,0.064425770308123,-3,-135,50,5,8
"537","Sam Houston State","Jacksonville State",0,0,-2.417,-189.5,-207.333,-1.233,5.083,1.167,0.0329999999999999,-1,-243,-210,0.6,56,2,0.178489702517162,6,210,36.5,5,-7
"538","Jacksonville State","Sam Houston State",0,0,2.417,189.5,207.333,1.233,-5.083,-1.167,-0.0329999999999999,1,243,210,-0.6,-56,-2,-0.178489702517162,-6,-250,36.5,5,7
"539","Louisville","Notre Dame",-6,-45.9928926794599,-0.25,-17.75,38,2.2,7,1,0.004,-2,-139,-75,0.999999999999999,11,3,0.116129032258065,7,200,51.5,6,13
"540","Notre Dame","Louisville",6,45.9928926794599,0.25,17.75,-38,-2.2,-7,-1,-0.004,2,139,75,-0.999999999999999,-11,-3,-0.116129032258065,-7,-240,51.5,6,-13
"541","Kentucky","Georgia",21,0,0,36.25,-47.25,-0.949999999999999,19.25,0.5,-0.187,1,222,-22,-5.9,-5,-2,-0.223285486443381,14,460,47.5,6,-38
"542","Georgia","Kentucky",-21,0,0,-36.25,47.25,0.949999999999999,-19.25,-0.5,0.187,-1,-222,22,5.9,5,2,0.223285486443381,-14,-675,47.5,6,38
"543","Vanderbilt","Florida",57,0,0.05,-26.45,2.85000000000002,-0.654999999999999,-0.450000000000003,1.4,-0.229,1,-28,-13,0.300000000000001,-61,0,-0.188172043010752,18,625,53.5,6,-24
"544","Florida","Vanderbilt",-57,0,-0.05,26.45,-2.85000000000002,0.654999999999999,0.450000000000003,-1.4,0.229,-1,28,13,-0.300000000000001,61,0,0.188172043010752,-18,-1000,53.5,6,24
"545","Texas A&M","Alabama",17,0,0,8.5,105.25,-1.475,-7.5,0.75,0.015,-3,11,57,-5.1,0,3,-0.162087912087912,3,-105,49.5,6,-6
"546","Alabama","Texas A&M",-17,0,0,-8.5,-105.25,1.475,7.5,-0.75,-0.015,3,-11,-57,5.1,0,-3,0.162087912087912,-3,-115,49.5,6,6
"547","Arkansas","Ole Miss",53,0,-1.25,-75,-129.25,-1.15,-0.25,0.75,0.0680000000000001,-3,-275,-532,-2.2,-121,1,-0.137254901960785,11.5,340,62.5,6,-7
"548","Ole Miss","Arkansas",-53,0,1.25,75,129.25,1.15,0.25,-0.75,-0.0680000000000001,3,275,532,2.2,121,-1,0.137254901960785,-11.5,-460,62.5,6,7
"549","Western Michigan","Mississippi State",65,64.8475524475525,0.5,38,30.75,-0.275,23.5,0,-0.0649999999999999,2,-21,200,4.4,60,-3,0.059829059829059,20,775,56,6,-13
"550","Mississippi State","Western Michigan",-65,-64.8475524475525,-0.5,-38,-30.75,0.275,-23.5,0,0.0649999999999999,-2,21,-200,-4.4,-60,3,-0.059829059829059,-20,-1500,56,6,13
"551","Missouri","LSU",3,0,-0.4,-25,-82.35,0.199999999999999,10.1,-0.4,0.026,-2,-86,-105,-1.3,40,0,0.094351732991014,6,165,63.5,6,-10
"552","LSU","Missouri",-3,0,0.4,25,82.35,-0.199999999999999,-10.1,0.4,-0.026,2,86,105,1.3,-40,0,-0.094351732991014,-6,-195,63.5,6,10
"553","Bowling Green","Miami (OH)",50,0,1.167,58,-2.08300000000003,-5.15,62.083,1.75,-0.039,2,99,146,-1.4,93,0,0.158102766798419,11,305,48,6,-27
"554","Miami (OH)","Bowling Green",-50,0,-1.167,-58,2.08300000000003,5.15,-62.083,-1.75,0.039,-2,-99,-146,1.4,-93,0,-0.158102766798419,11,-410,48,6,27
"555","Kent State","Ohio",75,0,0.25,-42.75,-111.25,-0.575,24.75,-1.75,-0.051,0,-91,-122,-4.9,-15,-1,-0.242105263157895,26,1200,45.5,6,-25
"556","Ohio","Kent State",-75,0,-0.25,42.75,111.25,0.575,-24.75,1.75,0.051,0,91,122,4.9,15,1,0.242105263157895,-26,-4000,45.5,6,25
"557","Northern Illinois","Akron",-22,0,0.25,10.5,-4.75,0.15,-29.5,0,-0.086,1,69,191,3.4,20,0,-0.00115207373271908,-5,-185,44.5,6,41
"558","Akron","Northern Illinois",22,0,-0.25,-10.5,4.75,-0.15,29.5,0,0.086,-1,-69,-191,-3.4,-20,0,0.00115207373271908,5,160,44.5,6,-41
"559","UMass","Toledo",72,-8.32813852813861,-0.4,-97.85,-37,0.67,15.55,-0.85,0.014,-1,-149,-161,-7,50,0,-0.036842105263158,18.5,650,59.5,6,-17
"560","Toledo","UMass",-72,8.32813852813861,0.4,97.85,37,-0.67,-15.55,0.85,-0.014,1,149,161,7,-50,0,0.036842105263158,-18.5,-1100,59.5,6,17
"561","Eastern Michigan","Ball State",-16,0,0.417,74.417,-31.333,-2.108,4.833,-0.417,-0.098,2,107,-23,-1.3,-67,-1,0.0665280665280661,-3,-130,42.5,6,14
"562","Ball State","Eastern Michigan",16,0,-0.417,-74.417,31.333,2.108,-4.833,0.417,0.098,-2,-107,23,1.3,67,1,-0.0665280665280661,3,110,42.5,6,-14
"563","Buffalo","Central Michigan",16,0,-1,-22.25,-1.83300000000003,-1.558,-1.333,0.333,-0.0630000000000001,-2,-81,-157,-4.2,-23,-1,-0.171945701357466,3,125,57,6,24
"564","Central Michigan","Buffalo",-16,0,1,22.25,1.83300000000003,1.558,1.333,-0.333,0.0630000000000001,2,81,157,4.2,23,1,0.171945701357466,-3,-145,57,6,-24
"565","Virginia Tech","Florida State",84,0,-1.05,-21.35,-76.15,-1.32,6.5,0.45,-0.0620000000000001,1,177,116,4.2,31,1,0.064011379800853,24,1100,52.5,6,-22
"566","Florida State","Virginia Tech",-84,0,1.05,21.35,76.15,1.32,-6.5,-0.45,0.0620000000000001,-1,-177,-116,-4.2,-31,-1,-0.064011379800853,-24,-2800,52.5,6,22
"567","Army","Boston College",10,45.9928926794599,0.083,25.417,-65.667,1.833,-65.25,0.833,-0.083,0,-78,-116,-0.0999999999999996,-26,-2,-0.186813186813186,-3,-145,51,6,-3
"568","Boston College","Army",-10,-45.9928926794599,-0.083,-25.417,65.667,-1.833,65.25,-0.833,0.083,0,78,116,0.0999999999999996,26,2,0.186813186813186,3,125,51,6,3
"569","Wake Forest","Clemson",21,0,-1,14.75,24.75,1.475,-2.25,1,-0.027,-1,98,-3,-1.7,-39,4,-0.0882882882882891,21,775,51.5,6,-5
"570","Clemson","Wake Forest",-21,0,1,-14.75,-24.75,-1.475,2.25,-1,0.027,1,-98,3,1.7,39,-4,0.0882882882882891,-21,-1500,51.5,6,5
"571","Marshall","NC State",15,34.5796822339914,0.833,46.75,105,2.242,1.083,0.25,0.14,1,97,263,3.4,3,0,0.308571428571429,6.5,210,45.5,6,-7
"572","NC State","Marshall",-15,-34.5796822339914,-0.833,-46.75,-105,-2.242,-1.083,-0.25,-0.14,-1,-97,-263,-3.4,-3,0,-0.308571428571429,-6.5,-250,45.5,6,7
"573","Georgia Tech","Miami",27,0,-0.667,-74.417,-55.917,-1.658,-28,0.833,-0.108,-2,-254,-126,0.6,-19,3,-0.058378378378378,20.5,725,59,6,3
"574","Miami","Georgia Tech",-27,0,0.667,74.417,55.917,1.658,28,-0.833,0.108,2,254,126,-0.6,19,-3,0.058378378378378,-20.5,-1300,59,6,-3
"575","Syracuse","North Carolina",31,0,-0.25,3.25,-54,-1.2,37.25,0.25,-0.117,-3,23,-87,-3.9,63,3,-0.217204301075268,8.5,285,58,6,-33
"576","North Carolina","Syracuse",-31,0,0.25,-3.25,54,1.2,-37.25,-0.25,0.117,3,-23,87,3.9,-63,-3,0.217204301075268,-8.5,-370,58,6,33
"577","Kansas State","Oklahoma State",-16,0,1.75,66.917,103.5,1.583,9.667,-0.25,0.085,5,150,127,0.3,38,-1,0.163690476190476,-11.5,-460,54.5,6,-8
"578","Oklahoma State","Kansas State",16,0,-1.75,-66.917,-103.5,-1.583,-9.667,0.25,-0.085,-5,-150,-127,-0.3,-38,1,-0.163690476190476,11.5,340,54.5,6,8
"579","Texas Tech","Baylor",-30,0,0.25,56,-16.5,-1.525,24.75,-0.25,0.0169999999999999,1,86,-46,-1.3,-30,-1,0.018716577540107,-1.5,-120,60,6,25
"580","Baylor","Texas Tech",30,0,-0.25,-56,16.5,1.525,-24.75,0.25,-0.0169999999999999,-1,-86,46,1.3,30,1,-0.018716577540107,1.5,100,60,6,-25
"581","Texas","Oklahoma",3,0,0.3,42.65,-26.5,-0.710000000000001,-27.7,0.2,-0.107,2,179,138,-0.0999999999999996,-1,0,0.047619047619047,-6,-230,60,6,-4
"582","Oklahoma","Texas",-3,0,-0.3,-42.65,26.5,0.710000000000001,27.7,-0.2,0.107,-2,-179,-138,0.0999999999999996,1,0,-0.047619047619047,6,190,60,6,4
"583","TCU","Iowa State",-1,0,1.6,113.15,181.75,0.52,12.8,0,-0.02,1,-15,81,1.8,-2,-2,0.0474620962425849,-7,-250,51,6,-13
"584","Iowa State","TCU",1,0,-1.6,-113.15,-181.75,-0.52,-12.8,0,0.02,-1,15,-81,-1.8,2,2,-0.0474620962425849,7,210,51,6,13
"585","UCF","Kansas",34,0,0.333,9.667,85.3339999999999,2.667,18.334,1,-0.054,1,111,209,2.5,54,1,0.071428571428571,-3,-125,62,6,-29
"586","Kansas","UCF",-34,0,-0.333,-9.667,-85.3339999999999,-2.667,-18.334,-1,0.054,-1,-111,-209,-2.5,-54,-1,-0.071428571428571,3,105,62,6,29
"587","Colorado State","Utah State",16,0,-0.25,-34.917,24.583,-0.399999999999999,40.25,0.333,0.0659999999999999,0,-68,-38,-5.3,23,-1,-0.00378787878787801,-1,-145,64,6,-20
"588","Utah State","Colorado State",-16,0,0.25,34.917,-24.583,0.399999999999999,-40.25,-0.333,-0.0659999999999999,0,68,38,5.3,-23,1,0.00378787878787801,1,125,64,6,20
"589","San José State","Boise State",35,0,0,-71.75,-100.5,-1.975,4.25,0,0.0639999999999999,1,-29,-165,-3.1,28,1,0.0804511278195491,9.5,275,57.5,6,-8
"590","Boise State","San José State",-35,0,0,71.75,100.5,1.975,-4.25,0,-0.0639999999999999,-1,29,165,3.1,-28,-1,-0.0804511278195491,-9.5,-350,57.5,6,8
"591","Fresno State","Wyoming",2,0,-0.667,-50.417,167,4.375,8.083,-0.583,0.233,-1,-36,202,5.8,-30,1,0.431372549019608,-6,-220,46,6,-5
"592","Wyoming","Fresno State",-2,0,0.667,50.417,-167,-4.375,-8.083,0.583,-0.233,1,36,-202,-5.8,30,-1,-0.431372549019608,6,180,46,6,5
"593","Maryland","Ohio State",23,0,-0.0830000000000002,-2.417,20.25,0.266999999999999,10.083,-0.25,0.004,-1,-6,106,4.1,-20,0,0.153250773993809,18,700,55,6,-20
"594","Ohio State","Maryland",-23,0,0.0830000000000002,2.417,-20.25,-0.266999999999999,-10.083,0.25,-0.004,1,6,-106,-4.1,20,0,-0.153250773993809,-18,-1200,55,6,20
"595","Wisconsin","Rutgers",-23,0,1.25,24.5,103.5,0.325,19.5,0.75,0.166,4,118,131,-1.7,40,0,0.119047619047619,-13.5,-525,46.5,6,11
"596","Rutgers","Wisconsin",23,0,-1.25,-24.5,-103.5,-0.325,-19.5,-0.75,-0.166,-4,-118,-131,1.7,-40,0,-0.119047619047619,13.5,375,46.5,6,-11
"597","Minnesota","Michigan",77,0,-1.25,-33.75,-84.5,-2.95,22.5,1.25,-0.126,-1,-5,-39,0,59,0,0.0411899313501149,20,750,46,6,-42
"598","Michigan","Minnesota",-77,0,1.25,33.75,84.5,2.95,-22.5,-1.25,0.126,1,5,39,0,-59,0,-0.0411899313501149,-20,-1400,46,6,42
"599","Illinois","Nebraska",20,0,-0.2,-64,42.4,1.06,22,0.2,0.106,0,43,70,-0.9,53,0,0.00249999999999995,-3,-170,44,6,-13
"600","Nebraska","Illinois",-20,0,0.2,64,-42.4,-1.06,-22,-0.2,-0.106,0,-43,-70,0.9,-53,0,-0.00249999999999995,3,145,44,6,13
"601","Purdue","Iowa",39,0,1.4,43.2,158.2,2.08,38,-0.2,0.156,3,128,184,3.3,-10,-1,0.254807692307692,2,110,41,6,-6
"602","Iowa","Purdue",-39,0,-1.4,-43.2,-158.2,-2.08,-38,0.2,-0.156,-3,-128,-184,-3.3,10,1,-0.254807692307692,-2,-130,41,6,6
"603","UAB","South Florida",11,0,0.5,-66.25,-17.75,-0.524999999999999,-10.25,-0.5,0.18,0,73,-1,-2.6,0,-2,0.013071895424837,4,145,67,6,21
"604","South Florida","UAB",-11,0,-0.5,66.25,17.75,0.524999999999999,10.25,0.5,-0.18,0,-73,1,2.6,0,2,-0.013071895424837,-4,-170,67,6,-21
"605","Florida Atlantic","Tulsa",-5,0,-1.334,-119.333,-91.667,-4.5,33.666,-0.334,-0.054,-3,-192,-180,-9.2,39,1,-0.252100840336135,-4,-150,55,6,3
"606","Tulsa","Florida Atlantic",5,0,1.334,119.333,91.667,4.5,-33.666,0.334,0.054,3,192,180,9.2,-39,-1,0.252100840336135,4,130,55,6,-3
"607","UT San Antonio","Temple",-50,0,0.5,97.75,56.25,0.774999999999999,6.5,0.25,0.112,0,44,6,0.0999999999999996,25,1,0.180686908909906,-13.5,-600,56,6,15
"608","Temple","UT San Antonio",50,0,-0.5,-97.75,-56.25,-0.774999999999999,-6.5,-0.25,-0.112,0,-44,-6,-0.0999999999999996,-25,-1,-0.180686908909906,13.5,425,56,6,-15
"609","North Texas","Navy",-2,0,0,-42.667,136.667,0.8,21.334,1.333,0.131,0,9,232,-0.399999999999999,45,0,0.145454545454545,6.5,200,61.5,6,-3
"610","Navy","North Texas",2,0,0,42.667,-136.667,-0.8,-21.334,-1.333,-0.131,0,-9,-232,0.399999999999999,-45,0,-0.145454545454545,-6.5,-240,61.5,6,3
"611","Louisiana Tech","Western Kentucky",32,0,-0.05,16.75,-14.25,1.575,31,-0.75,0.045,-1,-5,-150,1.9,55,-1,-0.126923076923077,5,185,58.5,6,-7
"612","Western Kentucky","Louisiana Tech",-32,0,0.05,-16.75,14.25,-1.575,-31,0.75,-0.045,1,5,150,-1.9,-55,1,0.126923076923077,-5,-225,58.5,6,7
"613","New Mexico State","Florida International",-5,0,0,92.2,123,4.46,-3,-0.4,0.135,-1,116,124,4.2,-3,-1,0.141666666666667,-6,-235,50,6,17
"614","Florida International","New Mexico State",5,0,0,-92.2,-123,-4.46,3,0.4,-0.135,1,-116,-124,-4.2,3,1,-0.141666666666667,6,195,50,6,-17
"615","Jacksonville State","Middle Tennessee",-118,0,1.933,110.067,-0.0669999999999504,-0.42,-1,-0.667,-0.105,1,75,20,0.4,3,0,-0.115151515151515,4,140,51,6,15
"616","Middle Tennessee","Jacksonville State",118,0,-1.933,-110.067,0.0669999999999504,0.42,1,0.667,0.105,-1,-75,-20,-0.4,-3,0,0.115151515151515,-4,-165,51,6,-15
"617","Colorado","Arizona State",-52,0,0.2,9.867,127.667,1.627,41.933,-2.667,0.196,0,125,134,-0.200000000000001,25,-1,0.0387596899224809,-4,-175,59,6,3
"618","Arizona State","Colorado",52,0,-0.2,-9.867,-127.667,-1.627,-41.933,2.667,-0.196,0,-125,-134,0.200000000000001,-25,1,-0.0387596899224809,4,150,59,6,-3
"619","USC","Arizona",-44,0,1.667,-2.5,107.5,2.908,18.75,-1.417,0.0620000000000001,1,-15,156,4.2,-7,0,0.057692307692308,-22,-1900,71,6,2
"620","Arizona","USC",44,0,-1.667,2.5,-107.5,-2.908,-18.75,1.417,-0.0620000000000001,-1,15,-156,-4.2,7,0,-0.057692307692308,22,900,71,6,-2
"621","Oregon State","California",-49,0,0,-12,-9.5,2.25,20.25,-1,0.0209999999999999,0,-65,32,4.2,49,1,0.163129973474801,-9.5,-350,51,6,12
"622","California","Oregon State",49,0,0,12,9.5,-2.25,-20.25,1,-0.0209999999999999,0,65,-32,-4.2,-49,-1,-0.163129973474801,9.5,275,51,6,-12
"623","Washington State","UCLA",1,0,1,-44.667,69,0.9,-16,-1,0.2,1,97,285,5.4,24,0,0.4,4,130,60,6,-8
"624","UCLA","Washington State",-1,0,-1,44.667,-69,-0.9,16,1,-0.2,-1,-97,-285,-5.4,-24,0,-0.4,-4,-150,60,6,8
"625","Southern Mississippi","Old Dominion",31,0,0.0669999999999999,-51.733,31,0.74,1,-1.467,0.0650000000000001,-1,-104,76,1.9,-52,-1,-0.021739130434782,-1.5,-125,57.5,6,-4
"626","Old Dominion","Southern Mississippi",-31,0,-0.0669999999999999,51.733,-31,-0.74,-1,1.467,-0.0650000000000001,1,104,-76,-1.9,52,1,0.021739130434782,1.5,105,57.5,6,4
"627","Louisiana Monroe","South Alabama",47,0,-0.5,55,-17.417,-1.667,-0.75,-0.417,-0.144,1,176,145,3.9,7,0,0.106666666666667,12,315,51.5,6,-48
"628","South Alabama","Louisiana Monroe",-47,0,0.5,-55,17.417,1.667,0.75,0.417,0.144,-1,-176,-145,-3.9,-7,0,-0.106666666666667,-12,-420,51.5,6,48
"629","Texas State","Louisiana",-11,0,-1.25,-130,-72.25,1.425,10.75,-1,0.005,0,-91,-2,5.5,55,0,0.0330459770114949,2.5,115,67,6,-4
"630","Louisiana","Texas State",11,0,1.25,130,72.25,-1.425,-10.75,1,-0.005,0,91,2,-5.5,-55,0,-0.0330459770114949,-2.5,-135,67,6,4
"631","Troy","Arkansas State",-48,0,0.25,-23.25,29.5,-1.225,-25.5,0.25,0.044,1,-19,-146,-6.8,-69,1,-0.033333333333333,-16,-800,52,6,34
"632","Arkansas State","Troy",48,0,-0.25,23.25,-29.5,1.225,25.5,-0.25,-0.044,-1,19,146,6.8,69,-1,0.033333333333333,16,525,52,6,-34
"633","Rice","Connecticut",-20,-0.804681194511687,0.133,-102.333,89.4,3.06,-17.4,-0.4,0.083,-1,-181,-196,-0.9,-29,0,-0.159926470588235,-10,-380,49.5,6,-7
"634","Connecticut","Rice",20,0.804681194511687,-0.133,102.333,-89.4,-3.06,17.4,0.4,-0.083,1,181,196,0.9,29,0,0.159926470588235,10,290,49.5,6,7
"635","Sam Houston State","Liberty",-47,0,-1.25,-205.75,-281.5,-4.175,-6,0.25,0.0339999999999999,-1,-228,-85,0.3,36,-2,0.065934065934066,18.5,625,47,6,-5
"636","Liberty","Sam Houston State",47,0,1.25,205.75,281.5,4.175,6,-0.25,-0.0339999999999999,1,228,85,-0.3,-36,2,-0.065934065934066,-18.5,-1000,47,6,5
